date,equity,cash,invested_capital,gross_exposure,open_positions,daily_return,cumulative_return,drawdown_from_peak,cash_yield_today,strategy_return_excl_cash,strategy_return_incl_cash
2024-07-01,11232.425276863292,2777.00671174046,8455.418565122833,0.7527687348643595,15,0.0033813284083799022,0.12324252768632915,0.003894709270130914,0.4958055189681236,0.11654946101155805,0.12324252768632915
2024-07-02,11321.872838022884,2800.913760688245,8520.959077334639,0.7526103851580298,15,0.007963334627637098,0.1321872838022884,0.0,0.5000738726456427,0.1254442097402526,0.1321872838022884
2024-07-03,11372.377543134698,2217.9859007705018,9154.391642364197,0.8049672645532718,16,0.00446080836928342,0.13723775431346974,0.0,0.39599819688814525,0.13045508043174525,0.13723775431346974
2024-07-05,11412.2043161554,1649.661553439412,9762.542762715988,0.855447597349435,17,0.0035020621562764642,0.14122043161553988,0.0,0.2945298256453155,0.13440830475125076,0.14122043161553988
2024-07-08,11396.140165027795,508.53191488134064,10887.608250146453,0.9553768286878471,19,-0.001407629120770637,0.1396140165027795,0.001407629120770637,0.09079305746854859,0.13279281033274337,0.1396140165027795
2024-07-09,11400.689106812164,1045.7905786428335,10354.898528169331,0.9082695292499512,18,0.00039916513121940334,0.1400689106812163,0.001009025866013813,0.18671497565485332,0.133229033013615,0.1400689106812163
2024-07-10,11481.934036431898,475.8410797528149,11006.092956679084,0.9585574104290286,19,0.007126317440863117,0.14819340364318978,0.0,0.08495645058968307,0.14134503033052925,0.14819340364318978
2024-07-11,11424.696748448601,1778.326014193597,9646.370734255004,0.8443437009008504,17,-0.004984986658317703,0.14246967484486017,0.004984986658317703,0.3175015201202637,0.1355895513801877,0.14246967484486017
2024-07-12,11457.33143522922,2324.8190405938126,9132.512394635407,0.7970889596991656,16,0.0028565035465863975,0.1457331435229221,0.0021427227438003404,0.41507213722439074,0.13881151284452709,0.1457331435229221
2024-07-15,11510.49058266923,1783.0888891989307,9727.4016934703,0.845090104857595,17,0.0046397494687597796,0.15104905826692305,0.0,0.31835188166379763,0.14409559240036174,0.15104905826692305
2024-07-16,11622.959914867057,1783.4072979291448,9839.552616937912,0.8465616924611459,17,0.00977102855782408,0.1622959914867057,0.0,0.31840873021409477,0.15531068474712306,0.1622959914867057
2024-07-17,11634.60426454709,1754.9413971784966,9879.662867368594,0.8491619175629251,17,0.001001840302756074,0.16346042645470904,0.0,0.3133264412030881,0.15644378707100604,0.16346042645470904
2024-07-18,11537.797105405793,1692.2863396806185,9845.510765725174,0.8533267378321523,17,-0.008320623283792128,0.15377971054057915,0.008320623283792128,0.3021400356508871,0.14673285715331108,0.15377971054057915
2024-07-19,11439.255237365234,1688.8417784057615,9750.413458959472,0.8523643590983684,17,-0.008540787044555409,0.14392552373652334,0.016790345656802597,0.30152504524294976,0.13684851784473095,0.14392552373652334
2024-07-22,11468.452015623465,1689.1433572947626,9779.308658328702,0.8527139185834632,17,0.002552332092640164,0.14684520156234648,0.014280868102228728,0.30157888900102886,0.13973803778165395,0.14684520156234648
2024-07-23,11466.061116044793,2265.332489654762,9200.728626390031,0.8024315005189693,16,-0.00020847622463904258,0.14660611160447923,0.014486367105401299,0.4044514353963153,0.1394585026802473,0.14660611160447923
2024-07-24,11337.963809119436,3334.2727640017033,8003.691045117732,0.7059196148324396,14,-0.011171866749088544,0.13379638091194357,0.025496394091509833,0.5952995472240141,0.12658924203298905,0.13379638091194357
2024-07-25,11352.27184810056,3928.793770001686,7423.478078098873,0.6539200415061374,13,0.0012619584276336582,0.1352271848100559,0.024266611053274212,0.7014450580256537,0.12794990142529894,0.1352271848100559
2024-07-26,11413.719823100826,3404.182617398078,8009.537205702747,0.7017464358544903,14,0.005412835053852927,0.14137198231008252,0.018985127162368665,0.6077812207459522,0.13403392080325105,0.14137198231008252
2024-07-29,11367.875655750178,1770.4338856655595,9597.441770084619,0.8442599180991194,17,-0.004016584256594569,0.13678756557501792,0.02292545605609342,0.3160924630718728,0.12941789482187915,0.13678756557501792
2024-07-30,11339.91025531886,2368.28058495328,8971.62967036558,0.7911552621113149,16,-0.0024600375020087384,0.13399102553188613,0.025329096076453506,0.42283174164493487,0.1265790716045827,0.13399102553188613
